PubmedID,Title,Publication Date,Non-academic Author(s),Company Affiliation(s),Corresponding Author Email
40009912,Prognostic role of postoperative persistence of ctDNA molecular signature after liver resection for colorectal liver metastases: Preliminary results from a prospective study.,2025 Feb 15,Montalti R; Pepe F; Cassese G; Russo G; Malapelle U; Carlomagno C; Giglio MC; Falco G; Alagia M; De Simone G; Geboes K; Troncone G; Troisi RI; Rompianesi G,,
40009907,The exciting journey of progress: Exploring FIGO 2023 staging for endometrial cancer at a leading ESGO institution.,2025 Feb 12,Occhiali T; Poli A; Arcieri M; Driul L; Ditto A; Bogani G; Mariani A; Scambia G; Restaino S; Vizzielli G,,
40009888,Obesity correlates to the microsatellite instability of endometrial cancer: A retrospective observational study.,2025 Feb 25,Ronsini C; Braca E; Fordellone M; Marino FZ; Napolitano S; Raffone A; Cobellis L; De Franciscis P,,
40009752,Characterization and Treatment Outcomes of Malignant Histiocytoses in a Retrospective Series of 141 Cases in France.,2025 Feb 26,"Bigenwald C Dr; Roos-Weil D; Pages A; Hélias-Rodzewicz Z; Copie-Bergman C; Nashvi M; Khneisser P; Parrens MC; Traverse-Glehen A; Ray-Coquard I; Ysebaert L; Marchand T; Razanamahery J; Charlotte F; Neel A; Damaj G; Dion J; Nazal-Traissac EM; Tardy S; Salmeron G; Monjanel H; Iobaih A; Heritier S; Haroche J MD, PhD; Donadieu J; Emile JF",,
40009452,A Single-Center Experience of the Same-Day Palliative Radiotherapy for Patients Referred to the Radiotherapy Department.,2025 Feb 26,Mitsuhashi N; Shiina F; Tominaga D; Ikeda H; Motegi A; Fukaya K; Nemoto Y,,
40009403,Treatment of Cutaneous Neurofibromas in Neurofibromatosis Type 1 With MEK Inhibitor Selumetinib: A Nonrandomized Clinical Trial.,2025 Feb 26,Gross AM; Reid OH; Baldwin LA; Cannon A; Choo-Wosoba H; Steinberg SM; Lobbous M; Wolters PL; Pichard DC; Tibery CM; Dombi E; Derdak J; Widemann BC; Korf BR,,
40009385,Trends in Guideline-Concordant Care for Inflammatory Breast Cancer.,2025 Feb 3,Tadros A; Diskin B; Sevilimedu V; Xu A; Vingan P; Nelson J; Iwai Y; Morrow M; Fayanju OM,,
40009382,"Race and Ethnicity, Lifestyle, Diet, and Survival in Patients With Prostate Cancer.",2025 Feb 3,Wang A; Van Blarigan EL; Cheng I; Chan JM; Wan P; Park SY; Xiong W; Hamilton AS; Chen F; Le Marchand L; Wilkens LR; Conti DV; Kenfield SA; Haiman CA,,
40009381,"Genetic Alterations, Therapy Response, and Survival Among Patients With Triple-Negative Breast Cancer: A Secondary Analysis of a Randomized Clinical Trial.",2025 Feb 3,Richters L; Gluz O; Weber-Lassalle N; Christgen M; Haverkamp H; Kuemmel S; Kayali M; Kates RE; Grischke EM; Altmüller J; Forstbauer H; Thiele H; Braun M; Warm M; Ossowski A; Wuerstlein R; Ernst C; Graeser M; Linn SC; Nitz U; Hauke J; Kreipe HH; Schmutzler RK; Hahnen E; Harbeck N,,
40009379,"Racial Differences in ctDNA Profiles, Targeted Therapy Use, and Outcomes in Metastatic Breast Cancer.",2025 Feb 3,Podany EL; Foffano L; Gerratana L; Medford AJ; Clifton K; Tapiavala S; Velimirovic M; Lipsyc-Sharf M; Reduzzi C; Bubie A; Putur A; Ademuyiwa FO; Puglisi F; Gradishar WJ; Ma CX; Bardia A; Cristofanilli M; Davis AA,,
40009167,Sequential combined bypassing therapy in haemophilia patients with high titer inhibitors: surgical experience.,2025 Feb 26,Ding B; Song X; Liu L; Niu X; Li M; Zhang Y; Shao S; Xia A; Liu J; Zhang J; Li P; Zhang F; Liu G; Li Z; Zhang P; Zhou H,,
40009106,Metabolic Energy is Stored in a Homeostatic Trans-Membrane Water Barochemical Gradient.,2025 Feb 26,Springer CS Jr; Pike MM; Barbara TM,,
40009081,Efficacy and toxicity of stereotactic radiotherapy combined with third-generation EGFR-TKIs and immunotherapy in patients with brain metastases from non-small cell lung cancer.,2025 Feb 26,Tao X; Gao Q; Chen Y; Cai N; Hao C,,
40008973,An Analysis of Delta Apparent Diffusion Coefficient Values for Epithelial Ovarian Cancer Classification and Ki-67 Expression.,2025 Feb 27,Fan JJ; Liu Y; Li G; Liu RC; Xie Z,,
40008499,An Insight into the Implications of the NCCP 2024 Guideline on the Staging & Surveillance of Melanoma.,2025 Jan 27,McMahon ME; Keaney J; Walsh N; Conroy N; O'Shea A; Sorensen J; Hill ADK; O'Sullivan B; Martin F; Dolan R,,
40008380,Predictive Value of Excision Repair Cross Complementation Group 1 (ERCC1) by Immunohistochemistry for Determining Neoadjuvant Chemotherapy Response in Triple-Negative Breast Cancers.,2025,Hashmi AA; Ajaz Y; Sajjad M; Zia F; Irfan M; Abu Bakar SM; Khan EY; Faridi N,,
40008257,Disparities in the uptake of HPV-related cancer prevention strategies among women by HIV status in Puerto Rico.,2025 Feb,Soto-Salgado M; Ramos-Sepúlveda M; Ramos-Cartagena JM; Tirado-Gómez M; Guiot HM; Muñoz-Masso C; González-Sepúlveda L; Ortiz AP,,
40008213,Real-World Analysis of the Efficacy and Adverse Events of T-DM1 in Chinese Patients With HER2-Positive Breast Cancer.,2025,Gu H; Zhu T; Ding J; Yang Z; Qi S; Guo G,,
40008149,Clinical efficacy and safety of proton radiotherapy for ocular conjunctival malignancies: a systematic review and meta-analysis.,2025,Zheng T; Wang D; Miao Y; Dong M; Liu Q; Zhang Q; Bai H; Luo H; Li M,,
40007624,Baseline (modified) Glasgow prognostic score as a predictor of therapeutic response to immune checkpoint inhibitors in solid tumors: A systematic review and meta‑analysis.,2025 Apr,Ye H; Li M,,
40007556,Concurrent Tumor-Treating Fields and Chemoradiotherapy: Outcomes in Grade 4 Glioma Patients.,2025,Li J; Tao J; Lu H; Fan X; Wang Z; Wang Y; Wang X; Yan W; You Y; Cao Y; Zhang J,,
40007550,Solid Predominant Histology and High Podoplanin Expression in Cancer-Associated Fibroblast Predict Primary Resistance to Osimertinib in EGFR-Mutated Lung Adenocarcinoma.,2025 Mar,Uehara Y; Izumi H; Taki T; Sakai T; Udagawa H; Sugiyama E; Umemura S; Zenke Y; Matsumoto S; Yoh K; Kubota S; Aokage K; Sakamoto N; Sakashita S; Kojima M; Nagamine M; Hosomi Y; Tsuboi M; Goto K; Ishii G,,
40007303,[Application of 4R crisis management theory in the protection of oral mucositis in patients with autologous hematopoietic stem cell transplantation].,2024 Dec,Zou Q; Chen MH,,
40006998,Proinflammatory Biomarkers and Clinical Factors Associated with Long-Term Mortality in People with HIV.,2025 Feb 11,Lembas A; Załęski A; Mikuła T; Kozłowska J; Wiercińska-Drapało A,,
40006660,Therapeutic Vaccines for Hematological Cancers: A Scoping Review of This Immunotherapeutic Approach as Alternative to the Treatment of These Malignancies.,2025 Jan 23,Mathias FAS; Carvalho MGR; Ruiz JC,,
40006627,Rational Design and Synthesis of a Novel Series of Thiosemicarbazone-Containing Quinazoline Derivatives as Potential VEGFR2 Inhibitors.,2025 Feb 15,Șandor A; Crișan O; Marc G; Fizeșan I; Ionuț I; Moldovan C; Stana A; Oniga I; Pîrnău A; Vlase L; Petru AE; Creștin IV; Jîjie AR; Tiperciuc B; Oniga O,,
40006625,Understanding the Toxicity Profile of Approved ADCs.,2025 Feb 14,Ballestín P; López de Sá A; Díaz-Tejeiro C; Paniagua-Herranz L; Sanvicente A; López-Cade I; Pérez-Segura P; Alonso-Moreno C; Nieto-Jiménez C; Ocaña A,,
40006612,Innovations in Cancer Therapy: Endogenous Stimuli-Responsive Liposomes as Advanced Nanocarriers.,2025 Feb 13,Torres J; Valenzuela Oses JK; Rabasco-Álvarez AM; González-Rodríguez ML; García MC,,
40006507,Intestinal Probiotic Lysate Modified Bifunctional Nanoparticle for Efficient Colon Cancer Immunotherapy.,2025 Jan 21,Zhu M; Chen H; Chen X; Zhang Y; Chen X; Zhou B; Duan X; Zhou N; Zhang X,,
40006075,Drug Treatment Direction Based on the Molecular Mechanism of Breast Cancer Brain Metastasis.,2025 Feb 16,Zhang Y; Shang H; Zhang J; Jiang Y; Li J; Xiong H; Chao T,,
40006027,Phaseolus acutifolius Recombinant Lectin Exerts Differential Proapoptotic Activity on EGFR(+) and EGFR(-) Colon Cancer Cells and Provokes T Cell-Assisted Antitumor Responses in Mice.,2025 Feb 5,Luján-Méndez F; García-López P; Berumen LC; García-Alcocer G; Ferriz-Martínez R; Ramírez-Carrera A; González-Barrón J; García-Gasca T,,
40005988,"Repurposing FDA-Approved Agents to Develop a Prototype Helicobacter pylori Shikimate Kinase (HPSK) Inhibitor: A Computational Approach Using Virtual Screening, MM-GBSA Calculations, MD Simulations, and DFT Analysis.",2025 Jan 27,Al Khzem AH; Shoaib TH; Mukhtar RM; Alturki MS; Gomaa MS; Hussein D; Tawfeeq N; Bano M; Sarafroz M; Alzahrani R; Alghamdi H; Rants'o TA,,
40005951,Identification of Novel Progesterone Receptor (PR) Inhibitors (Homo sapiens) from Metabolites of Biotransformation Fungal: A Bioinformatics Approach.,2025 Jan 21,Dourado JAE; Lopes SQ; Jimenez DEQ; Ramos RS; Ferreira IM,,
40005870,Immunohistochemical Analysis of Inter-Alpha-Trypsin Inhibitor Heavy Chain 2 and Enolase 1 in Canine Mammary Tumors: Associations with Tumor Aggressiveness and Prognostic Significance.,2025 Feb 2,E Silva LDS; Jordão PHF; Balieiro BC; Baracioli LS; de Nóbrega DF; Novais AA; Chuffa LGA; Zuccari DAPC,,
40005832,"A Systematic Review and Meta-Analysis of 16S rRNA and Cancer Microbiome Atlas Datasets to Characterize Microbiota Signatures in Normal Breast, Mastitis, and Breast Cancer.",2025 Feb 19,Rad SK; Yeo KKL; Wu F; Li R; Nourmohammadi S; Tomita Y; Price TJ; Ingman WV; Townsend AR; Smith E,,
40005740,The Global Trends and Advances in Oral Microbiome Research on Oral Squamous Cell Carcinoma: A Systematic Review.,2025 Feb 8,Dumitrescu R; Bolchis V; Fratila AD; Jumanca D; Buzatu BLR; Sava-Rosianu R; Alexa VT; Galuscan A; Balean O,,
40005578,Contrasting Effect of Curcumin on Hepatitis B Virus Replication According to the Hepatoma Cell Line.,2025 Feb 19,Elizalde MM; Fuentes P; Chiappetta D; Flichman DM,,
40005519,"Epidemiology and Genetic Evolutionary Analysis of Influenza Virus Among Children in Hainan Island, China, 2021-2023.",2025 Feb 3,Chang M; Shi S; Jin Y; Wang G; Peng R; An J; Huang Y; Hu X; Tang C; Niu Y; Tian X; Deng W; Tang C; Cui X; Chan JF; Jia Y; Yin F,,
40005423,Clinical and Prognostic Value of VHL in Korean Patients with Rectal Cancer.,2025 Feb 10,Moon SW; Lee JC; Lee JH; Kim TY; Park JH,,
40005368,Immunohistochemical Expression of Differentiated Embryonic Chondrocyte 1 and Cluster of Differentiation 44 in Oral Potentially Malignant Disorders.,2025 Feb 1,Onofrei BA; Ciobanu Apostol DG; Tanasă MG; Baciu ER; Popa C; Sciuca AM; Toader MP; Costan VV,,
40005281,"Antitumor Activity, Mechanisms of Action and Phytochemical Profiling of Sub-Fractions Obtained from Ulex gallii Planch. (Fabaceae): A Medicinal Plant from Galicia (Spain).",2025 Feb 19,Bada L; Butt HS; Quezada E; Picos A; Wangensteen H; Inngjerdingen KT; Gil-Longo J; Viña D,,
40005233,Comparison of the Immune Enhancing Activity and Chemical Constituents Between Imitation Wild and Cultivated Astragali Radix.,2025 Feb 17,Zhao S; Li X; Wang Y; Xu R; Li X; Liu J; Hou X; Liu H,,
40005214,"Design, Synthesis and Biological Activity Study of γ-Aminobutyric Acid (GABA) Derivatives Containing Bridged Bicyclic Skeletons as BCAT1 Inhibitors.",2025 Feb 15,Luo W; Pan Z; Zhu X; Li Y; Li Y; Zhang Y; Pan J; Ding J; Xie H; Zhao G,,
40005011,Quantification of Naturally Occurring Prebiotics in Selected Foods.,2025 Feb 14,Natale A; Fiori F; Turati F; La Vecchia C; Parpinel M; Rossi M,,
40004909,"Mortality and Predictive Factors for Death Following the Diagnosis of Interstitial Lung Disease in Patients with Rheumatoid Arthritis: A Retrospective, Long-Term Follow-Up Study.",2025 Feb 19,Mori S; Sakai F; Hasegawa M; Nakamura K; Sugahara K,,
40004575,Outcomes in Atrial Fibrillation Patients with Different Clinical Phenotypes: Insights from the French Population.,2025 Feb 7,Fawzy AM; Bisson A; Lochon L; Lenormand T; Lip GYH; Fauchier L,,
40004241,Targeting Heat Shock Transcription Factor 4 Enhances the Efficacy of Cabozantinib and Immune Checkpoint Inhibitors in Renal Cell Carcinoma.,2025 Feb 19,Saito S; Yoshino H; Yokoyama S; Tominaga M; Li G; Arima J; Kawahara I; Fukuda I; Mitsuke A; Sakaguchi T; Inoguchi S; Matsushita R; Yamada Y; Tatarano S; Tanimoto A; Enokida H,,
40004156,In Vitro Assessment of Bacillus thuringiensis Exopolysaccharides and Their Effects on Gut Microbiota from Ulcerative Colitis In Vitro.,2025 Feb 16,Gao Z; Tang J; Wu C; Ding W; Wang X; Long Y; Wang Y; Liu H,,
40004155,Retinoic Acid Promotes Neuronal Differentiation While Increasing Proteins and Organelles Related to Autophagy.,2025 Feb 16,Lazzeri G; Lenzi P; Signorini G; Raffaelli S; Giammattei E; Natale G; Ruffoli R; Fornai F; Ferrucci M,,
40004107,"HMGA2 Overexpression in Papillary Thyroid Cancer Promotes Thyroid Cell Dedifferentiation and Invasion, and These Effects Are Counteracted by Suramin.",2025 Feb 14,Van Branteghem C; Henry N; Craciun L; Maenhaut C,,
40004038,Pt-Au Nanoparticles in Combination with Near-Infrared-Based Hyperthermia Increase the Temperature and Impact on the Viability and Immune Phenotype of Human Hepatocellular Carcinoma Cells.,2025 Feb 13,Szwed M; Jost T; Majka E; Gharibkandi NA; Majkowska-Pilip A; Frey B; Bilewicz A; Fietkau R; Gaipl U; Marczak A; Lubgan D,,
40003988,Liquid Chromatography Quadrupole Time-of-Flight Tandem Mass Spectrometry Characterization of Ethyl Acetate Fraction from Sargassum pallidum and Its Anti-Melanogenesis Effect in B16F10 Melanoma Cells and Zebrafish Model.,2025 Feb 11,Kim WC; Kang H; Lee SH,,
40003907,Novel Oxadiazole-Quinoxalines as Hybrid Scaffolds with Antitumor Activity.,2025 Feb 8,Corona P; Gessi S; Ibba R; Merighi S; Mirandola P; Pinna GA; Nigro M; Pozzi G; Asproni B; Travagli A; Piras S; Carta A; Caria P; Murineddu G,,
40003906,Advances in Antibody-Based Immune-Stimulating Drugs: Driving Innovation in Cancer Therapy.,2025 Feb 8,Zhao RJ; Fan XX,,
40003899,Single-Cell Sequencing Reveals the Role of Radiation-Induced Stemness-Responsive Cancer Cells in the Development of Radioresistance.,2025 Feb 8,Shi Z; Hu C; Liu J; Cheng W; Chen X; Liu X; Bao Y; Tian H; Yu B; Gao F; Ye F; Jin X; Sun C; Li Q,,
40003734,"Correction: Zafar et al. Skin Lesion Analysis and Cancer Detection Based on Machine/Deep Learning Techniques: A Comprehensive Survey. Life 2023, 13, 146.",2025 Feb 18,Zafar M; Sharif MI; Sharif MI; Kadry S; Bukhari SAC; Rauf HT,,
40003676,"The Prevalence of Human Papillomavirus Genotypes in Women with Precancerous Lesions and Cervical Cancer in Arequipa, Peru.",2025 Feb 10,Medina Bueno GA; Ticona Ramos DM; Mares Cuadros CA; Quequezana Guevara RM,,
40003668,Association Between Prostate Cancer Detection Rate and Year of Prostate Biopsy.,2025 Feb 8,Uhm YJ; Bang W; Chung JH; Oh CY; Kim H; Cho JS,,
40003615,An Insight into Testicular Macrocalcification-A Retrospective Study of 42 Cases on a Rare Sonographic Finding.,2025 Jan 30,Pedersen MRV; Toft DM; Lindebjerg J; Rafaelsen SR; Lildal SK,,
40003490,Trends and Gaps in Colorectal Cancer Screening Research in the Arab World: A 16-Year Bibliometric Analysis (2007-2023).,2025 Feb 12,Abbas N; Chehade L; Tarhini H; Abdul Sater Z; Shamseddine A,,
40003434,Temporal Trends in Stomach and Colorectal Cancer Mortality by Racial Groups in Brazil (2000-2023): A Longitudinal Ecological Study.,2025 Jan 31,Meira KC; Guimarães RM; Guimarães NS,,
40003364,Effect of the COVID-19 Pandemic on Suicide Mortality in Brazil: An Interrupted Time Series Analysis.,2025 Jan 21,Meira KC; Guimarães RM; Jomar RT; Silva CMFPD; Braiti FS; Dantas ESO,,
40002934,Long-Term Outcomes of Patients with Poor Prognostic Factors Following Transanal Endoscopic Microsurgery (TEMS) for Early Rectal Cancer.,2025 Feb 19,Haq MU; Noureldin K; Pritchard DM; Myint AS; Duckworth CA; Than NW; Hughes DM; Ahmed S; Javed MA,,
40002922,A Narrative Review on Manufacturing Methods Employed in the Production of Mesenchymal Stromal Cells for Knee Osteoarthritis Therapy.,2025 Feb 18,Aabling RR; Rusan M; Møller AMJ; Munk-Pedersen N; Holm C; Elmengaard B; Pedersen M; Møller BK,,
40002920,Advancing Breast Cancer Diagnosis: Optimization of Raman Spectroscopy for Urine-Based Early Detection.,2025 Feb 18,Andras D; Cozan RG; Muresan DE; Moisoiu V; Crisan G; Bintintan V; Dindelegan GC; Leopold N; Iancu SD,,
40002896,"Characteristics of Patients with Newly Diagnosed High-Grade Advanced Ovarian, Fallopian Tube, and Primary Peritoneal Cancer in 2018-2023 and the Impact of Molecular Diagnostics on Chemotherapy in Clinical Practice.",2025 Feb 15,Millert-Kalińska S; Stawicka-Niełacna M; Tomczak L; Pruski D; Przybylski M; Jaszczyńska-Nowinka K; Poprawski G; Mądry R,,
40002890,Prognostic Value of Tumor Dissemination (Dmax) Derived from Basal 18F-FDG Positron Emission Tomography/Computed Tomography in Patients with Advanced Non-Small-Cell Lung Cancer.,2025 Feb 15,Pellegrino S; Fonti R; Morra R; Di Donna E; Servetto A; Bianco R; Del Vecchio S,,
40002740,Mitochondrial Dysfunction in Neurodegenerative Diseases: Mechanisms and Corresponding Therapeutic Strategies.,2025 Jan 31,Meng K; Jia H; Hou X; Zhu Z; Lu Y; Feng Y; Feng J; Xia Y; Tan R; Cui F; Yuan J,,
40002704,Decoding Resistin Gene Polymorphisms: Implications for Lung Cancer Risk and Clinical Outcomes of Platinum-Based Chemotherapy.,2025 Jan 24,Gong W; Huang D; Zhou T; Zhu X; Huang Y; Lv Y; Zhang Y; Liu Z; Zeng F; Wu S,,
40002679,Exploring CAR-PBMCs: A Novel Strategy Against EGFR-Positive Tumor Cells.,2025 Jan 22,Tîrziu A; Gavriliuc OI; Bojin MF; Păunescu V,,
40002614,Role of Pelvic Ultrasound in Predicting the Response to Neoadjuvant Chemotherapy in Locally Advanced Cervical Cancer.,2025 Feb 14,Perniola G; Paoni Saccone G; Tonti N; Tanzi F; Palaia I; Di Donato V; Tomao F; Muzii L; Bogani G; Cuccu I; Ciminello E; Battaglia FA; Santangelo G,,
